"State","District","Crop","Year","Season","Area","Area Units","Production","Production Units","Yield"
"Andhra Pradesh","CHITTOOR","Linseed","2001-02","Rabi","21.0","Hectare","5.0","Tonnes","0.23809523809523808"
"Andhra Pradesh","CHITTOOR","Linseed","2002-03","Rabi","14.0","Hectare","4.0","Tonnes","0.2857142857142857"
"Andhra Pradesh","CHITTOOR","Linseed","2003-04","Rabi","19.0","Hectare","5.0","Tonnes","0.2631578947368421"
"Andhra Pradesh","KURNOOL","Linseed","2002-03","Rabi","2.0","Hectare","1.0","Tonnes","0.5"
"Andhra Pradesh","KURNOOL","Linseed","2003-04","Rabi","1.0","Hectare","0.0","Tonnes","0.0"
"Andhra Pradesh","MEDAK","Linseed","2001-02","Rabi","1000.0","Hectare","115.0","Tonnes","0.115"
"Andhra Pradesh","MEDAK","Linseed","2002-03","Rabi","754.0","Hectare","229.0","Tonnes","0.3037135278514589"
"Andhra Pradesh","MEDAK","Linseed","2003-04","Rabi","586.0","Hectare","98.0","Tonnes","0.16723549488054607"
"Andhra Pradesh","NIZAMABAD","Linseed","2001-02","Rabi","74.0","Hectare","18.0","Tonnes","0.24324324324324326"
"Andhra Pradesh","NIZAMABAD","Linseed","2002-03","Rabi","35.0","Hectare","11.0","Tonnes","0.3142857142857143"
"Andhra Pradesh","RANGAREDDI","Linseed","2001-02","Rabi","134.0","Hectare","32.0","Tonnes","0.23880597014925373"
"Andhra Pradesh","RANGAREDDI","Linseed","2002-03","Rabi","291.0","Hectare","89.0","Tonnes","0.30584192439862545"
"Andhra Pradesh","RANGAREDDI","Linseed","2003-04","Rabi","53.0","Hectare","14.0","Tonnes","0.2641509433962264"
"Andhra Pradesh","ADILABAD","Maize","2001-02","Kharif","22470.0","Hectare","85498.0","Tonnes","3.8049844236760126"
"Andhra Pradesh","ADILABAD","Maize","2001-02","Rabi","5243.0","Hectare","23798.0","Tonnes","4.53900438680145"
"Andhra Pradesh","ADILABAD","Maize","2002-03","Kharif","23626.0","Hectare","49993.0","Tonnes","2.1160162532802844"
"Andhra Pradesh","ADILABAD","Maize","2002-03","Rabi","4679.0","Hectare","18884.0","Tonnes","4.035905107929045"
"Andhra Pradesh","ADILABAD","Maize","2003-04","Kharif","24496.0","Hectare","97984.0","Tonnes","4.0"
"Andhra Pradesh","ADILABAD","Maize","2003-04","Rabi","5963.0","Hectare","26255.0","Tonnes","4.402985074626866"
"Andhra Pradesh","ANANTAPUR","Maize","2001-02","Kharif","2667.0","Hectare","7129.0","Tonnes","2.6730408698912638"
"Andhra Pradesh","ANANTAPUR","Maize","2001-02","Rabi","447.0","Hectare","2893.0","Tonnes","6.472035794183445"
"Andhra Pradesh","ANANTAPUR","Maize","2002-03","Kharif","3541.0","Hectare","3431.0","Tonnes","0.9689353290031064"
"Andhra Pradesh","ANANTAPUR","Maize","2002-03","Rabi","1288.0","Hectare","8933.0","Tonnes","6.9355590062111805"
"Andhra Pradesh","ANANTAPUR","Maize","2003-04","Kharif","6246.0","Hectare","10718.0","Tonnes","1.7159782260646814"
"Andhra Pradesh","ANANTAPUR","Maize","2003-04","Rabi","1212.0","Hectare","6787.0","Tonnes","5.59983498349835"
"Andhra Pradesh","CHITTOOR","Maize","2001-02","Kharif","294.0","Hectare","786.0","Tonnes","2.673469387755102"
"Andhra Pradesh","CHITTOOR","Maize","2001-02","Rabi","81.0","Hectare","524.0","Tonnes","6.469135802469136"
"Andhra Pradesh","CHITTOOR","Maize","2002-03","Kharif","261.0","Hectare","253.0","Tonnes","0.9693486590038314"
"Andhra Pradesh","CHITTOOR","Maize","2002-03","Rabi","284.0","Hectare","1968.0","Tonnes","6.929577464788732"
"Andhra Pradesh","CHITTOOR","Maize","2003-04","Kharif","742.0","Hectare","1273.0","Tonnes","1.715633423180593"
"Andhra Pradesh","CHITTOOR","Maize","2003-04","Rabi","392.0","Hectare","2195.0","Tonnes","5.599489795918367"
"Andhra Pradesh","EAST GODAVARI","Maize","2001-02","Kharif","1204.0","Hectare","3218.0","Tonnes","2.6727574750830563"
"Andhra Pradesh","EAST GODAVARI","Maize","2001-02","Rabi","2597.0","Hectare","16810.0","Tonnes","6.4728532922603"
"Andhra Pradesh","EAST GODAVARI","Maize","2002-03","Kharif","1423.0","Hectare","1379.0","Tonnes","0.9690794096978215"
"Andhra Pradesh","EAST GODAVARI","Maize","2002-03","Rabi","5975.0","Hectare","41407.0","Tonnes","6.930041841004184"
"Andhra Pradesh","EAST GODAVARI","Maize","2003-04","Kharif","2116.0","Hectare","3631.0","Tonnes","1.7159735349716445"
"Andhra Pradesh","EAST GODAVARI","Maize","2003-04","Rabi","6392.0","Hectare","35795.0","Tonnes","5.599968710888611"
"Andhra Pradesh","GUNTUR","Maize","2001-02","Kharif","2549.0","Hectare","6814.0","Tonnes","2.673205178501373"
"Andhra Pradesh","GUNTUR","Maize","2001-02","Rabi","4369.0","Hectare","28281.0","Tonnes","6.473105973907073"
"Andhra Pradesh","GUNTUR","Maize","2002-03","Kharif","2327.0","Hectare","2255.0","Tonnes","0.969058874086807"
"Andhra Pradesh","GUNTUR","Maize","2002-03","Rabi","6450.0","Hectare","44699.0","Tonnes","6.930077519379845"
"Andhra Pradesh","GUNTUR","Maize","2003-04","Kharif","3891.0","Hectare","6677.0","Tonnes","1.7160113081470059"
"Andhra Pradesh","GUNTUR","Maize","2003-04","Rabi","22949.0","Hectare","128514.0","Tonnes","5.599982570046625"
"Andhra Pradesh","KADAPA","Maize","2001-02","Kharif","53.0","Hectare","142.0","Tonnes","2.6792452830188678"
"Andhra Pradesh","KADAPA","Maize","2001-02","Rabi","31.0","Hectare","201.0","Tonnes","6.483870967741935"
"Andhra Pradesh","KADAPA","Maize","2002-03","Kharif","136.0","Hectare","132.0","Tonnes","0.9705882352941176"
"Andhra Pradesh","KADAPA","Maize","2002-03","Rabi","25.0","Hectare","173.0","Tonnes","6.92"
"Andhra Pradesh","KADAPA","Maize","2003-04","Kharif","68.0","Hectare","117.0","Tonnes","1.7205882352941178"
"Andhra Pradesh","KADAPA","Maize","2003-04","Rabi","4.0","Hectare","22.0","Tonnes","5.5"
"Andhra Pradesh","KARIMNAGAR","Maize","2001-02","Kharif","57645.0","Hectare","202910.0","Tonnes","3.5199930609766676"
"Andhra Pradesh","KARIMNAGAR","Maize","2001-02","Rabi","31797.0","Hectare","150940.0","Tonnes","4.746988709626694"
"Andhra Pradesh","KARIMNAGAR","Maize","2002-03","Kharif","74184.0","Hectare","228264.0","Tonnes","3.0769977353607247"
"Andhra Pradesh","KARIMNAGAR","Maize","2002-03","Rabi","31572.0","Hectare","139359.0","Tonnes","4.414006081337894"
"Andhra Pradesh","KARIMNAGAR","Maize","2003-04","Kharif","116523.0","Hectare","450711.0","Tonnes","3.868000308951881"
"Andhra Pradesh","KARIMNAGAR","Maize","2003-04","Rabi","46262.0","Hectare","218125.0","Tonnes","4.714992866715663"
"Andhra Pradesh","KHAMMAM","Maize","2001-02","Kharif","12246.0","Hectare","40779.0","Tonnes","3.329985301322881"
"Andhra Pradesh","KHAMMAM","Maize","2001-02","Rabi","3957.0","Hectare","9065.0","Tonnes","2.2908769269648723"
"Andhra Pradesh","KHAMMAM","Maize","2002-03","Kharif","17923.0","Hectare","17081.0","Tonnes","0.953021257601964"
"Andhra Pradesh","KHAMMAM","Maize","2002-03","Rabi","4033.0","Hectare","15761.0","Tonnes","3.9080089263575504"
"Andhra Pradesh","KHAMMAM","Maize","2003-04","Kharif","20138.0","Hectare","88204.0","Tonnes","4.379978150759758"
"Andhra Pradesh","KHAMMAM","Maize","2003-04","Rabi","5430.0","Hectare","25434.0","Tonnes","4.683977900552486"
"Andhra Pradesh","KRISHNA","Maize","2001-02","Kharif","4512.0","Hectare","12061.0","Tonnes","2.673093971631206"
"Andhra Pradesh","KRISHNA","Maize","2001-02","Rabi","2707.0","Hectare","17522.0","Tonnes","6.472848171407462"
"Andhra Pradesh","KRISHNA","Maize","2002-03","Kharif","5834.0","Hectare","5653.0","Tonnes","0.9689749742886528"
"Andhra Pradesh","KRISHNA","Maize","2002-03","Rabi","4186.0","Hectare","29002.0","Tonnes","6.928332537028189"
"Andhra Pradesh","KRISHNA","Maize","2003-04","Kharif","6576.0","Hectare","11284.0","Tonnes","1.7159367396593674"
"Andhra Pradesh","KRISHNA","Maize","2003-04","Rabi","5626.0","Hectare","31506.0","Tonnes","5.600071098471383"
"Andhra Pradesh","KURNOOL","Maize","2001-02","Kharif","785.0","Hectare","2098.0","Tonnes","2.6726114649681527"
"Andhra Pradesh","KURNOOL","Maize","2001-02","Rabi","131.0","Hectare","848.0","Tonnes","6.473282442748092"
"Andhra Pradesh","KURNOOL","Maize","2002-03","Kharif","1966.0","Hectare","1905.0","Tonnes","0.9689725330620549"
"Andhra Pradesh","KURNOOL","Maize","2002-03","Rabi","631.0","Hectare","4373.0","Tonnes","6.93026941362916"
"Andhra Pradesh","KURNOOL","Maize","2003-04","Kharif","3534.0","Hectare","6064.0","Tonnes","1.7159026598754952"
"Andhra Pradesh","KURNOOL","Maize","2003-04","Rabi","1490.0","Hectare","8344.0","Tonnes","5.6"
"Andhra Pradesh","MAHBUBNAGAR","Maize","2001-02","Kharif","39922.0","Hectare","75572.0","Tonnes","1.892991333099544"
"Andhra Pradesh","MAHBUBNAGAR","Maize","2001-02","Rabi","866.0","Hectare","3931.0","Tonnes","4.5392609699769055"
"Andhra Pradesh","MAHBUBNAGAR","Maize","2002-03","Kharif","69196.0","Hectare","81305.0","Tonnes","1.174995664489277"
"Andhra Pradesh","MAHBUBNAGAR","Maize","2002-03","Rabi","3183.0","Hectare","12847.0","Tonnes","4.036129437637449"
"Andhra Pradesh","MAHBUBNAGAR","Maize","2003-04","Kharif","92766.0","Hectare","200653.0","Tonnes","2.1630015307332426"
"Andhra Pradesh","MAHBUBNAGAR","Maize","2003-04","Rabi","1970.0","Hectare","8674.0","Tonnes","4.403045685279188"
"Andhra Pradesh","MEDAK","Maize","2001-02","Kharif","89510.0","Hectare","206768.0","Tonnes","2.3099988828063904"
"Andhra Pradesh","MEDAK","Maize","2001-02","Rabi","1887.0","Hectare","8565.0","Tonnes","4.538950715421303"
"Andhra Pradesh","MEDAK","Maize","2002-03","Kharif","86171.0","Hectare","197762.0","Tonnes","2.2949948358496477"
"Andhra Pradesh","MEDAK","Maize","2002-03","Rabi","2860.0","Hectare","11543.0","Tonnes","4.036013986013986"
"Andhra Pradesh","MEDAK","Maize","2003-04","Kharif","109775.0","Hectare","204511.0","Tonnes","1.863001594169893"
"Andhra Pradesh","MEDAK","Maize","2003-04","Rabi","2598.0","Hectare","11439.0","Tonnes","4.403002309468822"
"Andhra Pradesh","NALGONDA","Maize","2001-02","Kharif","2233.0","Hectare","6572.0","Tonnes","2.9431258396775637"
"Andhra Pradesh","NALGONDA","Maize","2001-02","Rabi","245.0","Hectare","1112.0","Tonnes","4.538775510204082"
"Andhra Pradesh","NALGONDA","Maize","2002-03","Kharif","2242.0","Hectare","5181.0","Tonnes","2.3108831400535235"
"Andhra Pradesh","NALGONDA","Maize","2002-03","Rabi","635.0","Hectare","2567.0","Tonnes","4.04251968503937"
"Andhra Pradesh","NALGONDA","Maize","2003-04","Kharif","4193.0","Hectare","13061.0","Tonnes","3.1149534939184353"
"Andhra Pradesh","NALGONDA","Maize","2003-04","Rabi","568.0","Hectare","2501.0","Tonnes","4.403169014084507"
"Andhra Pradesh","NIZAMABAD","Maize","2001-02","Kharif","47892.0","Hectare","188407.0","Tonnes","3.933997327319803"
"Andhra Pradesh","NIZAMABAD","Maize","2001-02","Rabi","4747.0","Hectare","27765.0","Tonnes","5.848957236149147"
"Andhra Pradesh","NIZAMABAD","Maize","2002-03","Kharif","44204.0","Hectare","148128.0","Tonnes","3.351008958465297"
"Andhra Pradesh","NIZAMABAD","Maize","2002-03","Rabi","4259.0","Hectare","10158.0","Tonnes","2.3850669171166943"
"Andhra Pradesh","NIZAMABAD","Maize","2003-04","Kharif","50875.0","Hectare","190069.0","Tonnes","3.736"
"Andhra Pradesh","NIZAMABAD","Maize","2003-04","Rabi","3880.0","Hectare","15916.0","Tonnes","4.102061855670103"
"Andhra Pradesh","PRAKASAM","Maize","2001-02","Kharif","6257.0","Hectare","27543.0","Tonnes","4.40194981620585"
"Andhra Pradesh","PRAKASAM","Maize","2001-02","Rabi","2872.0","Hectare","18705.0","Tonnes","6.512883008356546"
"Andhra Pradesh","PRAKASAM","Maize","2002-03","Kharif","6448.0","Hectare","168.0","Tonnes","0.026054590570719603"
"Andhra Pradesh","PRAKASAM","Maize","2002-03","Rabi","2230.0","Hectare","11538.0","Tonnes","5.173991031390135"
"Andhra Pradesh","PRAKASAM","Maize","2003-04","Kharif","8664.0","Hectare","14278.0","Tonnes","1.6479686057248384"
"Andhra Pradesh","PRAKASAM","Maize","2003-04","Rabi","1538.0","Hectare","9142.0","Tonnes","5.94408322496749"
"Andhra Pradesh","RANGAREDDI","Maize","2001-02","Kharif","8828.0","Hectare","17877.0","Tonnes","2.025033982782057"
"Andhra Pradesh","RANGAREDDI","Maize","2001-02","Rabi","471.0","Hectare","2138.0","Tonnes","4.53927813163482"
"Andhra Pradesh","RANGAREDDI","Maize","2002-03","Kharif","13810.0","Hectare","36210.0","Tonnes","2.622013034033309"
"Andhra Pradesh","RANGAREDDI","Maize","2002-03","Rabi","1020.0","Hectare","4117.0","Tonnes","4.036274509803921"
"Andhra Pradesh","RANGAREDDI","Maize","2003-04","Kharif","28838.0","Hectare","121985.0","Tonnes","4.230009015881823"
"Andhra Pradesh","RANGAREDDI","Maize","2003-04","Rabi","804.0","Hectare","3540.0","Tonnes","4.402985074626866"
"Andhra Pradesh","SPSR NELLORE","Maize","2001-02","Kharif","98.0","Hectare","262.0","Tonnes","2.673469387755102"
"Andhra Pradesh","SPSR NELLORE","Maize","2002-03","Kharif","2.0","Hectare","2.0","Tonnes","1.0"
"Andhra Pradesh","SPSR NELLORE","Maize","2002-03","Rabi","65.0","Hectare","450.0","Tonnes","6.923076923076923"
"Andhra Pradesh","SPSR NELLORE","Maize","2003-04","Kharif","17.0","Hectare","29.0","Tonnes","1.7058823529411764"
"Andhra Pradesh","SPSR NELLORE","Maize","2003-04","Rabi","6.0","Hectare","34.0","Tonnes","5.666666666666667"
"Andhra Pradesh","SRIKAKULAM","Maize","2001-02","Kharif","311.0","Hectare","831.0","Tonnes","2.672025723472669"
"Andhra Pradesh","SRIKAKULAM","Maize","2001-02","Rabi","146.0","Hectare","945.0","Tonnes","6.472602739726027"
"Andhra Pradesh","SRIKAKULAM","Maize","2002-03","Kharif","400.0","Hectare","388.0","Tonnes","0.97"
"Andhra Pradesh","SRIKAKULAM","Maize","2002-03","Rabi","500.0","Hectare","3458.0","Tonnes","6.916"
"Andhra Pradesh","SRIKAKULAM","Maize","2003-04","Kharif","1149.0","Hectare","1972.0","Tonnes","1.7162750217580505"
"Andhra Pradesh","SRIKAKULAM","Maize","2003-04","Rabi","895.0","Hectare","5012.0","Tonnes","5.6"
"Andhra Pradesh","VISAKHAPATANAM","Maize","2001-02","Kharif","6879.0","Hectare","7567.0","Tonnes","1.1000145369966565"
"Andhra Pradesh","VISAKHAPATANAM","Maize","2001-02","Rabi","1098.0","Hectare","7107.0","Tonnes","6.472677595628415"
"Andhra Pradesh","VISAKHAPATANAM","Maize","2002-03","Kharif","6976.0","Hectare","12843.0","Tonnes","1.841026376146789"
"Andhra Pradesh","VISAKHAPATANAM","Maize","2002-03","Rabi","918.0","Hectare","6362.0","Tonnes","6.930283224400871"
"Andhra Pradesh","VISAKHAPATANAM","Maize","2003-04","Kharif","6910.0","Hectare","12445.0","Tonnes","1.801013024602026"
"Andhra Pradesh","VISAKHAPATANAM","Maize","2003-04","Rabi","1413.0","Hectare","7913.0","Tonnes","5.600141542816702"
"Andhra Pradesh","VIZIANAGARAM","Maize","2001-02","Kharif","1311.0","Hectare","3504.0","Tonnes","2.6727688787185353"
"Andhra Pradesh","VIZIANAGARAM","Maize","2001-02","Rabi","3302.0","Hectare","21374.0","Tonnes","6.4730466384009695"
"Andhra Pradesh","VIZIANAGARAM","Maize","2002-03","Kharif","1990.0","Hectare","1928.0","Tonnes","0.9688442211055276"
"Andhra Pradesh","VIZIANAGARAM","Maize","2002-03","Rabi","2817.0","Hectare","19522.0","Tonnes","6.930067447639333"
"Andhra Pradesh","VIZIANAGARAM","Maize","2003-04","Kharif","4318.0","Hectare","7410.0","Tonnes","1.7160722556739232"
"Andhra Pradesh","VIZIANAGARAM","Maize","2003-04","Rabi","7265.0","Hectare","35591.0","Tonnes","4.898967653131452"
"Andhra Pradesh","WARANGAL","Maize","2001-02","Kharif","29022.0","Hectare","87414.0","Tonnes","3.011990903452553"
"Andhra Pradesh","WARANGAL","Maize","2001-02","Rabi","11119.0","Hectare","46522.0","Tonnes","4.184009353359115"
"Andhra Pradesh","WARANGAL","Maize","2002-03","Kharif","49542.0","Hectare","116374.0","Tonnes","2.348996810786807"
"Andhra Pradesh","WARANGAL","Maize","2002-03","Rabi","17697.0","Hectare","67040.0","Tonnes","3.788212691416624"
"Andhra Pradesh","WARANGAL","Maize","2003-04","Kharif","62853.0","Hectare","223065.0","Tonnes","3.548995274688559"
"Andhra Pradesh","WARANGAL","Maize","2003-04","Rabi","21451.0","Hectare","79690.0","Tonnes","3.714978322688919"
"Andhra Pradesh","WEST GODAVARI","Maize","2001-02","Kharif","845.0","Hectare","2259.0","Tonnes","2.6733727810650887"
"Andhra Pradesh","WEST GODAVARI","Maize","2001-02","Rabi","12639.0","Hectare","81698.0","Tonnes","6.463960756388955"
"Andhra Pradesh","WEST GODAVARI","Maize","2002-03","Kharif","1457.0","Hectare","1412.0","Tonnes","0.9691146190803019"
"Andhra Pradesh","WEST GODAVARI","Maize","2002-03","Rabi","16683.0","Hectare","119534.0","Tonnes","7.165018282083558"
"Andhra Pradesh","WEST GODAVARI","Maize","2003-04","Kharif","3124.0","Hectare","5361.0","Tonnes","1.7160691421254801"
"Andhra Pradesh","WEST GODAVARI","Maize","2003-04","Rabi","24694.0","Hectare","142855.0","Tonnes","5.7850085040900625"
"Andhra Pradesh","CHITTOOR","Mesta","2001-02","Kharif","5.0","Hectare","43.0","Bales","8.6"
"Andhra Pradesh","CHITTOOR","Mesta","2002-03","Kharif","4.0","Hectare","30.0","Bales","7.5"
"Andhra Pradesh","CHITTOOR","Mesta","2003-04","Kharif","2.0","Hectare","16.0","Bales","8.0"
"Andhra Pradesh","EAST GODAVARI","Mesta","2001-02","Kharif","4.0","Hectare","34.0","Bales","8.5"
"Andhra Pradesh","EAST GODAVARI","Mesta","2002-03","Kharif","2.0","Hectare","15.0","Bales","7.5"
"Andhra Pradesh","EAST GODAVARI","Mesta","2003-04","Kharif","2.0","Hectare","16.0","Bales","8.0"
"Andhra Pradesh","KURNOOL","Mesta","2001-02","Kharif","120.0","Hectare","1021.0","Bales","8.508333333333333"
"Andhra Pradesh","KURNOOL","Mesta","2002-03","Kharif","86.0","Hectare","650.0","Bales","7.558139534883721"
"Andhra Pradesh","MAHBUBNAGAR","Mesta","2001-02","Kharif","75.0","Hectare","638.0","Bales","8.506666666666666"
"Andhra Pradesh","MAHBUBNAGAR","Mesta","2002-03","Kharif","39.0","Hectare","295.0","Bales","7.564102564102564"
"Andhra Pradesh","MAHBUBNAGAR","Mesta","2003-04","Kharif","39.0","Hectare","310.0","Bales","7.948717948717949"
"Andhra Pradesh","MEDAK","Mesta","2001-02","Kharif","33.0","Hectare","281.0","Bales","8.515151515151516"
"Andhra Pradesh","MEDAK","Mesta","2002-03","Kharif","13.0","Hectare","98.0","Bales","7.538461538461538"
"Andhra Pradesh","MEDAK","Mesta","2003-04","Kharif","78.0","Hectare","620.0","Bales","7.948717948717949"
"Andhra Pradesh","NALGONDA","Mesta","2001-02","Kharif","4.0","Hectare","34.0","Bales","8.5"
"Andhra Pradesh","NIZAMABAD","Mesta","2001-02","Kharif","29.0","Hectare","238.0","Bales","8.206896551724139"
"Andhra Pradesh","NIZAMABAD","Mesta","2002-03","Kharif","88.0","Hectare","665.0","Bales","7.556818181818182"
"Andhra Pradesh","PRAKASAM","Mesta","2002-03","Kharif","1.0","Hectare","8.0","Bales","8.0"
"Andhra Pradesh","RANGAREDDI","Mesta","2002-03","Kharif","1.0","Hectare","8.0","Bales","8.0"
"Andhra Pradesh","SRIKAKULAM","Mesta","2001-02","Kharif","18836.0","Hectare","124945.0","Bales","6.633308558080272"
"Andhra Pradesh","SRIKAKULAM","Mesta","2002-03","Kharif","19221.0","Hectare","107958.0","Bales","5.616669267988138"
"Andhra Pradesh","SRIKAKULAM","Mesta","2003-04","Kharif","12828.0","Hectare","80674.0","Bales","6.288899282818834"
"Andhra Pradesh","VISAKHAPATANAM","Mesta","2001-02","Kharif","307.0","Hectare","2611.0","Bales","8.504885993485342"
"Andhra Pradesh","VISAKHAPATANAM","Mesta","2002-03","Kharif","194.0","Hectare","1467.0","Bales","7.561855670103093"
"Andhra Pradesh","VISAKHAPATANAM","Mesta","2003-04","Kharif","22.0","Hectare","175.0","Bales","7.954545454545454"
"Andhra Pradesh","VIZIANAGARAM","Mesta","2001-02","Kharif","59501.0","Hectare","541459.0","Bales","9.099998319355977"
"Andhra Pradesh","VIZIANAGARAM","Mesta","2002-03","Kharif","61520.0","Hectare","502413.0","Bales","8.166661248374512"
"Andhra Pradesh","VIZIANAGARAM","Mesta","2003-04","Kharif","46206.0","Hectare","388387.0","Bales","8.40555339133446"
"Andhra Pradesh","WARANGAL","Mesta","2001-02","Kharif","28.0","Hectare","238.0","Bales","8.5"
"Andhra Pradesh","ADILABAD","Moong(Green Gram)","2001-02","Kharif","18262.0","Hectare","3378.0","Tonnes","0.18497426349797394"
"Andhra Pradesh","ADILABAD","Moong(Green Gram)","2001-02","Rabi","3591.0","Hectare","1095.0","Tonnes","0.30492898913951544"
"Andhra Pradesh","ADILABAD","Moong(Green Gram)","2002-03","Kharif","17258.0","Hectare","5212.0","Tonnes","0.30200486730791515"
"Andhra Pradesh","ADILABAD","Moong(Green Gram)","2002-03","Rabi","2589.0","Hectare","660.0","Tonnes","0.2549246813441483"
"Andhra Pradesh","ADILABAD","Moong(Green Gram)","2003-04","Kharif","16589.0","Hectare","2654.0","Tonnes","0.15998553258183135"
"Andhra Pradesh","ADILABAD","Moong(Green Gram)","2003-04","Rabi","4414.0","Hectare","1492.0","Tonnes","0.3380154055278659"
"Andhra Pradesh","ANANTAPUR","Moong(Green Gram)","2001-02","Kharif","1511.0","Hectare","730.0","Tonnes","0.4831237590999338"
"Andhra Pradesh","ANANTAPUR","Moong(Green Gram)","2001-02","Rabi","40.0","Hectare","12.0","Tonnes","0.3"
"Andhra Pradesh","ANANTAPUR","Moong(Green Gram)","2002-03","Kharif","1150.0","Hectare","174.0","Tonnes","0.15130434782608695"
"Andhra Pradesh","ANANTAPUR","Moong(Green Gram)","2002-03","Rabi","4.0","Hectare","1.0","Tonnes","0.25"
"Andhra Pradesh","ANANTAPUR","Moong(Green Gram)","2003-04","Kharif","1216.0","Hectare","662.0","Tonnes","0.5444078947368421"
"Andhra Pradesh","ANANTAPUR","Moong(Green Gram)","2003-04","Rabi","22.0","Hectare","7.0","Tonnes","0.3181818181818182"
"Andhra Pradesh","CHITTOOR","Moong(Green Gram)","2001-02","Kharif","225.0","Hectare","109.0","Tonnes","0.48444444444444446"
"Andhra Pradesh","CHITTOOR","Moong(Green Gram)","2001-02","Rabi","82.0","Hectare","25.0","Tonnes","0.3048780487804878"
